unit_id	source_id	kind	label	source_location	source_data	route	action	search_key	mapping_hint	mapping_record
FC05-C06-U147	FC05	Definition 6.11.12 — Continuous cochains	Definition 6.11.12 — Continuous cochains	§6.11 Galois Cohomology and Profinite Groups; pp. 206–215; L6278	For discrete A, C^n(G,A) is the abelian group of continuous maps G^n→A, with the usual inhomogeneous group-cochain differential.	project-existing	reuse	Continuous cochains	source-faithful continuous cochains and inhomogeneous differential	chapter-6-group-homology-and-cohomology-fc05.md
FC05-C07-U001	FC05	Definition — Lie algebra over a commutative ring	Definition — Lie algebra over a commutative ring	§7.1 Lie Algebras; pp. 216–218; L6378–6382	Fix a commutative ring k. A Lie algebra is a nonassociative k-algebra with a bilinear bracket. After the word “satisfies,” the extraction preserves the displayed Jacobi identity but does not preserve any companion defining axiom; no absent condition is reconstructed here.	mathlib	reuse	Lie algebra over a commutative ring	exact Lie-algebra structure	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U002	FC05	Definition — Lie ideal, quotient, and Lie morphism	Definition — Lie ideal, quotient, and Lie morphism	§7.1 Lie Algebras; pp. 216–218; L6384–6388	A Lie ideal h⊂g is a k-submodule with [g,h]⊂h; g/h inherits a Lie bracket, Lie morphisms are bracket-preserving k-linear maps, and 0→h→g→g/h→0 is exact.	mathlib	reuse	Lie ideal, quotient, and Lie morphism	exact Lie ideal, quotient, morphism, and quotient sequence	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U004	FC05	Construction — Commutator ideal and abelianization	Construction — Commutator ideal and abelianization	§7.1 Lie Algebras; pp. 216–218; L6392	[g,g] is the ideal generated by all brackets and g^ab=g/[g,g] is the largest abelian quotient Lie algebra.	mathlib	reuse	Commutator ideal and abelianization	[definition-only] commutator ideal and Lie abelianization are pinned Mathlib	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U009	FC05	Definition 7.1.6 — Lower central series and nilpotence	Definition 7.1.6 — Lower central series and nilpotence	§7.1 Lie Algebras; pp. 216–218; L6451–6457	Define g^2=[g,g] and g^n=[g^{n-1},g]. The Lie algebra is nilpotent when g^n=0 for some n; strictly upper-triangular matrix Lie algebras are examples.	mathlib	reuse	Lower central series and nilpotence	[definition-only] lower central series and nilpotence are pinned Mathlib up to index shift	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U010	FC05	Definition 7.1.7 — Derived series and solvability	Definition 7.1.7 — Derived series and solvability	§7.1 Lie Algebras; pp. 216–218; L6459–6465	Define g'=[g,g] and g^{(n)}=[g^{(n-1)},g^{(n-1)}]. The Lie algebra is solvable when this derived series reaches zero.	mathlib	reuse	Derived series and solvability	exact derived series and solvability	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U013	FC05	Definition — Left g-module	Definition — Left g-module	§7.2 g-Modules; pp. 219–222; L6479–6483	A left g-module is a k-module M with a bilinear action g⊗M→M satisfying [x,y]m=x(ym)-y(xm).	mathlib	reuse	Left g-module	exact Lie-module structure	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U015	FC05	Definition/result — g-module maps and g-mod	Definition/result — g-module maps and g-mod	§7.2 g-Modules; pp. 219–222; L6491–6493	Definition layer: a g-module morphism is a k-linear map commuting with the g-action, and these are the morphisms of g-mod. Result layer: the resulting category is additive.	project-existing	reuse	/result — g-module maps and g-mod	[definition-only] genuine fixed-Lie-algebra category adapter over Mathlib Lie modules	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U016	FC05	Construction/result — Trivial modules, invariants, and coinvariants	Construction/result — Trivial modules, invariants, and coinvariants	§7.2 g-Modules; pp. 219–222; L6503–6513	Definition layer: trivial g-modules, M^g={m:xm=0 for all x}, and M_g=M/gM. Result layer: the trivial-module functor is exact and M^g≅Hom_g(k,M); adjunction and one-sided exactness conclusions assigned to Exercise 7.2.4 are not promoted.	mathlib	reuse	/result — Trivial modules, invariants, and coinvariants	[definition-only] trivial modules, invariants, and coinvariants are pinned Mathlib constructions	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U017	FC05	Definition 7.2.2 — Lie algebra homology and cohomology	Definition 7.2.2 — Lie algebra homology and cohomology	§7.2 g-Modules; pp. 219–222; L6522–6524	Define H_*^{Lie}(g,M)=L_*(-*g)(M), with H_0=M_g, and H^{Lie}(g,M)=R^*(-^g)(M), with H^0=M^g.	project-existing	reuse	Lie algebra homology and cohomology	[definition-only] chosen-resolution Lie (co)homology is generic resolution/homology machinery over the U015 adapter	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U021	FC05	Definition 7.3.1 — Tensor algebra	Definition 7.3.1 — Tensor algebra	§7.3 Universal Enveloping Algebras; pp. 223–227; L6572–6584	For a k-module M, T(M) is the graded unital associative k-algebra generated by M; the surviving text describes its tensor-power pieces M^{⊗n} and multiplication by concatenation, and says that for free M it is the free associative algebra on a basis. The defining display itself is lost at L6574.	mathlib	reuse	Tensor algebra	exact tensor algebra	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U022	FC05	Definition 7.3.2 — Universal enveloping algebra	Definition 7.3.2 — Universal enveloping algebra	§7.3 Universal Enveloping Algebras; pp. 223–227; L6594–6600	For a Lie algebra g, U(g)=T(g)/(i([x,y])-i(x)i(y)+i(y)i(x)); the canonical i:g→Lie(Ug) is a Lie map and U is functorial.	mathlib	reuse	Universal enveloping algebra	exact universal enveloping algebra and functoriality	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U033	FC05	Construction / Definition 7.4.3 — Cohomological augmentation sequence and derivations	Construction / Definition 7.4.3 — Cohomological augmentation sequence and derivations	§7.4 H^1 and H_1; pp. 228–231; L6784–6804	After the interleaved exercises, main text resumes by applying Ext to 0→I→U(g)→k→0: H^n(g,M)≅Ext_{U(g)}^{n-1}(I,M) for n≥2 and 0→M^g→M→Hom_g(I,M)→H^1(g,M)→0. Definition 7.4.3 then defines derivations D:g→M by D([x,y])=x(Dy)−y(Dx); for trivial M, Der(g,M)=Hom_k(g^ab,M).	mathlib	reuse	/ Definition 7.4.3 — Cohomological augmentation sequence and derivations	[definition-only] exact Lie derivation definition	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U039	FC05	Construction 7.4.9 — Semidirect product Lie algebra	Construction 7.4.9 — Semidirect product Lie algebra	§7.4 H^1 and H_1; pp. 228–231; L6860–6872	For a g-module M, the k-module M×g becomes M⋊g with [(m,g),(n,h)]=(gn-hm,[g,h]); it is an extension of g by the abelian ideal M.	mathlib	reuse	Semidirect product Lie algebra	exact semidirect Lie algebra and extension	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U043	FC05	Definition 7.6.1 — Extension of Lie algebras	Definition 7.6.1 — Extension of Lie algebras	§7.6 H^2 and Extensions; pp. 234–237; L6982–6988	An extension of g by M is 0→M→e→g→0 with M abelian; it canonically induces a g-module structure on M by g·m=[g~,m], independent of the chosen lift g~.	mathlib	reuse	Extension of Lie algebras	exact abelian-kernel extension and induced module action	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U044	FC05	Construction 7.6.2 — Extension problem and equivalence	Construction 7.6.2 — Extension problem and equivalence	§7.6 H^2 and Extensions; pp. 234–237; L7006–7012	For a fixed g-module M, two extensions inducing that action are equivalent when an isomorphism of middle Lie algebras fixes M and g; Ext(g,M) denotes the set of equivalence classes.	project-existing	reuse	Extension problem and equivalence	source-faithful fixed-action extension classes	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U047	FC05	Construction — Chevalley–Eilenberg modules and augmentation	Construction — Chevalley–Eilenberg modules and augmentation	§7.7 The Chevalley-Eilenberg Complex; pp. 238–241; L7090–7094	Assume g is free over k. Set V_p(g)=U(g)⊗_kΛ^p g, so each V_p is free over U(g); with V_0=U(g), V_1=U(g)⊗g, the augmentation and multiplication differential give V_1→V_0→k→0.	mathlib	reuse	Chevalley–Eilenberg modules and augmentation	[definition-only] Chevalley–Eilenberg degree modules, augmentation, and initial multiplication map are direct Mathlib constructions	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U048	FC05	Definition 7.7.1 — Chevalley–Eilenberg differential	Definition 7.7.1 — Chevalley–Eilenberg differential	§7.7 The Chevalley-Eilenberg Complex; pp. 238–241; L7096–7108	On V_p=U(g)⊗Λ^p g, define d as the alternating sum of action terms ux_i and bracket terms [x_i,x_j]; this extends the low-degree map and makes V_*(g) the Chevalley–Eilenberg (standard) complex.	unmatched	author	Chevalley–Eilenberg differential	canonical Chevalley–Eilenberg complex remains unmatched after Lean and cross-prover search [negative-search-complete]	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U052	FC05	Definition 7.8.1 — Solvable radical and semisimple Lie algebra	Definition 7.8.1 — Solvable radical and semisimple Lie algebra	§7.8 Semisimple Lie Algebras; pp. 242–247; L7226–7230	For finite-dimensional g, rad(g) is its largest solvable ideal. The Lie algebra is semisimple when rad(g)=0, and simple when it is nonabelian with no nonzero proper ideals.	mathlib	reuse	Solvable radical and semisimple Lie algebra	exact solvable radical, semisimple-radical, and simple predicates	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U054	FC05	Definition 7.8.3 — Killing form	Definition 7.8.3 — Killing form	§7.8 Semisimple Lie Algebras; pp. 242–247; L7236–7244	For finite-dimensional g, the Killing form κ(x,y)=tr(ad(x)ad(y)) is a symmetric g-invariant bilinear form; for matrix subalgebras the trace form β(x,y)=tr(xy) is likewise invariant.	mathlib	reuse	Killing form	exact Killing/trace-form construction with symmetry and invariance	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U059	FC05	Construction 7.8.8 — Casimir operator	Construction 7.8.8 — Casimir operator	§7.8 Semisimple Lie Algebras; pp. 242–247; L7285–7295	For a finite-dimensional g-module M with semisimple g, let h be the image of g in gl(M). Using dual bases for the nondegenerate trace form on h, c_M=Σe_i e^i∈U(g) is basis-independent, central, lies in the augmentation ideal, and acts by a nonzero scalar on nontrivial simple M.	mathlib	reuse	Casimir operator	Casimir element formula is native clause assembly; construction theorems remain open	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U067	FC05	Definition — Central and universal central extensions; perfect Lie algebra	Definition — Central and universal central extensions; perfect Lie algebra	§7.9 Universal Central Extensions; pp. 248–253; L7386	A central extension has kernel in the center, hence trivial g-action. It is universal if it admits a unique map over g to every central extension. Existence forces g to be perfect, g=[g,g].	mathlib	reuse	Central and universal central extensions; perfect Lie algebra	central/universal-central/perfect definitions are generic Lie-extension predicates	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U068	FC05	Construction 7.9.1 — Universal central extension from a free presentation	Construction 7.9.1 — Universal central extension from a free presentation	§7.9 Universal Central Extensions; pp. 248–253; L7388–7400	For a free presentation 0→r→f→g→0, f/[r,f]→g is central; if g is perfect, restricting to [f,f]/[r,f] gives a central extension with kernel (r∩[f,f])/[r,f]=H_2(g,k).	unmatched	author	Universal central extension from a free presentation	free-presentation universal-central-extension construction remains unmatched after ecosystem search [negative-search-complete]	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C07-U073	FC05	Construction — Current Lie algebra and base-change homology	Construction — Current Lie algebra and base-change homology	§7.9 Universal Central Extensions; pp. 248–253; L7438–7446	For simple finite-dimensional g in characteristic zero, g[t,t^{-1}]=g⊗k[t,t^{-1}]. Its Chevalley–Eilenberg complex base-changes from g, so over k[t,t^{-1}] its homology is H_*(g,k)⊗k[t,t^{-1}], implying H_1=H_2=0 there; viewed over k it remains perfect but acquires nonzero H_2.	mathlib	review	Current Lie algebra and base-change homology	current Lie algebra itself is Mathlib's loop algebra; homology/base-change conclusions missing	chapter-7-lie-algebra-homology-and-cohomology-fc05.md
FC05-C08-U001	FC05	Definition — simplicial category Δ; simplicial and cosimplicial objects	Definition — simplicial category Δ; simplicial and cosimplicial objects	§8.1 Simplicial Objects; pp. 254–258; L7570	Let Δ be the category of finite ordinals [n]={0<1<…<n} and monotone maps. A simplicial object in C is a contravariant functor Δ→C; a cosimplicial object is a covariant functor Δ→C.	mathlib	reuse	simplicial category Δ; simplicial and cosimplicial objects	exact simplex category and (co)simplicial objects	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U007	FC05	Construction — Geometric Realization 8.1.6	Construction — Geometric Realization 8.1.6	§8.1 Simplicial Objects; pp. 254–258; L7646	The geometric realization \	mathlib	reuse	Geometric Realization 8.1.6	exact geometric realization functor	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U010	FC05	Definition 8.1.9	Definition 8.1.9	§8.1 Simplicial Objects; pp. 254–258; L7680	Let Δ_s be the subcategory of Δ with the same objects and only injective morphisms. A semisimplicial object in C is a contravariant functor Δ_s→C.	mathlib	reuse	Let Δ_s be the subcategory of Δ with the same objects and only injective morphisms. A semisimplicial object in C is a contravariant functor Δ_s→C.	exact semisimplex category and semisimplicial objects	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U011	FC05	Construction — left adjoint from semisimplicial to simplicial objects	Construction — left adjoint from semisimplicial to simplicial objects	§8.1 Simplicial Objects; pp. 254–258; L7684	If C has finite coproducts, the forgetful functor from simplicial to semisimplicial objects has a left adjoint L; (LK)_n is the coproduct of K_p over all surjections [n]↠[p].	mathlib	reuse	left adjoint from semisimplicial to simplicial objects	[definition-only] free degeneracy completion is the pinned left Kan extension/adjunction	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U012	FC05	Definition 8.2.1	Definition 8.2.1	§8.2 Operations on Simplicial Objects; pp. 259–262; L7698	For a simplicial or semisimplicial object A in an abelian category, the associated unnormalized chain complex has C_n(A)=A_n and differential d=Σ_i(-1)^i∂_i.	mathlib	reuse	For a simplicial or semisimplicial object A in an abelian category, the associated unnormalized chain complex has C_n(A)=A_n and differential d=Σ_i(-1)^i∂_i.	[definition-only] exact unnormalized simplicial chain complex is pinned Mathlib	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U014	FC05	Convention/construction — apply functors degreewise to (co/semi)simplicial objects	Convention/construction — apply functors degreewise to (co/semi)simplicial objects	§8.2 Operations on Simplicial Objects; pp. 259–262; L7716	Any functor F:A→B applies degreewise to simplicial objects, producing a simplicial object F(A) in B; the same construction applies to semisimplicial and cosimplicial objects.	mathlib	reuse	/construction — apply functors degreewise to (co/semi)simplicial objects	exact degreewise application of functors	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U019	FC05	Construction — Cartesian Products 8.2.6	Construction — Cartesian Products 8.2.6	§8.2 Operations on Simplicial Objects; pp. 259–262; L7736	The product of simplicial objects is degreewise: (A×B)_n=A_n×B_n, with faces and degeneracies acting diagonally.	mathlib	reuse	Cartesian Products 8.2.6	exact degreewise cartesian product	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U020	FC05	Definition — Fibrant Simplicial Sets 8..7 [OCR-damaged label]	Definition — Fibrant Simplicial Sets 8..7 [OCR-damaged label]	§8.2 Operations on Simplicial Objects; pp. 259–262; L7746	A simplicial set X is fibrant (a Kan complex) if every compatible family of n-faces x_i∈X_n for i≠k, satisfying ∂_i x_j=∂_{j-1}x_i for i<j with i,j≠k, is filled by some y∈X_{n+1} with ∂_i y=x_i for all i≠k.	mathlib	reuse	Fibrant Simplicial Sets 8..7 [OCR-damaged label]	exact Kan-complex horn-filling condition	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U022	FC05	Definition — Fibrations 8.2.9	Definition — Fibrations 8.2.9	§8.2 Operations on Simplicial Objects; pp. 259–262; L7760	A simplicial map π:E→B is a Kan fibration if, whenever compatible faces x_i∈E_n are prescribed for i≠k and y∈B_{n+1} satisfies π(x_i)=∂_i y, there is x∈E_{n+1} with ∂_i x=x_i for i≠k and π(x)=y. A simplicial set X is fibrant exactly when X→* is a fibration.	mathlib	reuse	Fibrations 8.2.9	exact Kan fibration and terminal characterization	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U023	FC05	Convention/construction — Front-to-Back Duality 8.2.10	Convention/construction — Front-to-Back Duality 8.2.10	§8.2 Operations on Simplicial Objects; pp. 259–262; L7768	The involution of Δ fixing [n] and sending each face ∂_i to ∂_{n-i} and each degeneracy σ_i to σ_{n-i} gives the front-to-back dual of every simplicial construction.	mathlib	reuse	/construction — Front-to-Back Duality 8.2.10	exact front-to-back involution	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U024	FC05	Definition/construction — based fibrant simplicial sets: Z_n and the homotopy relation	Definition/construction — based fibrant simplicial sets: Z_n and the homotopy relation	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7778	For a based fibrant simplicial set X, write *=σ_0^n(*)∈X_n and Z_n={x∈X_n:∂_i x=* for all i}. For x,x′∈Z_n, define x∼x′ when some y∈X_{n+1} has ∂_i y=* for i<n, ∂_n y=x, and ∂_{n+1}y=x′.	mathlib	reuse	/construction — based fibrant simplicial sets: Z_n and the homotopy relation	exact based-cycle and elementary-homotopy definitions are pinned Mathlib	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U025	FC05	Lemma/Definition 8.3.1	Lemma/Definition 8.3.1	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7784	For a fibrant simplicial set X with basepoint, the homotopy relation on n-cycles Z_n is an equivalence relation; define π_n(X)=Z_n/∼.	mathlib	reuse	Lemma/Definition 8.3.1	[definition-only] pointed homotopy set is the core quotient of the routed Mathlib relation	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U029	FC05	Definition/result 8.3.4	Definition/result 8.3.4	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7798	An Eilenberg–Mac Lane space K(G,n) is a fibrant simplicial set with π_n≅G and π_i=0 for i≠n; for n≥2 the group G is necessarily abelian. The simplicial classifying space BG is a K(G,1).	mathlib	reuse	/result 8.3.4	[definition-only] Eilenberg-Mac Lane predicate is a direct carrier-level conjunction	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U030	FC05	Construction — normalized complex of a simplicial group/module	Construction — normalized complex of a simplicial group/module	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7802	For a simplicial group G, define the normalized Moore subgroup N_nG=⋂_{i<n}ker(∂_i); with differential induced by the remaining face, these form the normalized Moore complex.	unmatched	author	normalized complex of a simplicial group/module	nonabelian normalized Moore complex of a simplicial group remains unmatched [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U032	FC05	Definition 8.3.6	Definition 8.3.6	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7832	For a simplicial object A in an abelian category, define the normalized (Moore) complex by N_n(A)=⋂_{i=0}^{n-1}ker(∂_i:A_n→A_{n-1}) with differential d=(-1)^n∂_n, and define π_n(A)=H_n(N(A)).	mathlib	reuse	For a simplicial object A in an abelian category, define the normalized (Moore) complex by N_n(A)=⋂_{i=0}^{n-1}ker(∂_i:A_n→A_{n-1}) with differential d=(-1)^n∂_n, and define π_n(A)=H_n(N(A)).	[definition-only] normalized Moore complex and homotopy object are pinned Mathlib constructions	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U033	FC05	Definition — degenerate subcomplex D(A)	Definition — degenerate subcomplex D(A)	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7848	The degenerate subcomplex D(A)⊂C(A) is generated degreewise by degeneracies: D_n(A)=Σ_i σ_i(C_{n-1}(A)).	project-existing	reuse	degenerate subcomplex D(A)	degenerate subcomplex constructed canonically as `image(Q∞)	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U039	FC05	Definition 8.3.11	Definition 8.3.11	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7900	Two simplicial maps f,g:A→B are simplicially homotopic when there are maps h_i:A_n→B_{n+1} satisfying the standard face/degeneracy homotopy identities, with endpoints f and g.	mathlib	reuse	Two simplicial maps f,g:A→B are simplicially homotopic when there are maps h_i:A_n→B_{n+1} satisfying the standard face/degeneracy homotopy identities, with endpoints f and g.	exact combinatorial simplicial homotopy	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U042	FC05	Construction — Path Spaces 8.3.14	Construction — Path Spaces 8.3.14	§8.3 Simplicial Homotopy Groups; pp. 263–269; L7937	The path-space functor P:Δ→Δ sends [n] to [n+1] by adjoining a new initial element. For a simplicial object A, (PA)*n=A*{n+1}, with faces and degeneracies shifted by one, and ∂_0:PA→A is simplicial.	mathlib	reuse	Path Spaces 8.3.14	exact simplicial path-space construction from native augmented-simplex ordinal sum	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U045	FC05	Definition — Corollary/Definition 8.4.3	Definition — Corollary/Definition 8.4.3	§8.4 The Dold-Kan Correspondence; pp. 270–274; L7971	Dual Dold–Kan: cosimplicial objects in an abelian category are equivalent, via normalized cochains, to nonnegatively graded cochain complexes.	project-existing	reuse	Corollary/Definition 8.4.3	exact dual Dold–Kan equivalence by opposite-category transport	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U046	FC05	Construction 8.4.4	Construction 8.4.4	§8.4 The Dold-Kan Correspondence; pp. 270–274; L7979	An explicit inverse K to the normalized-chain functor is constructed by K(C)*n=⊕*{[n]↠[p]} C_p, with faces and degeneracies induced by factorization in Δ.	mathlib	reuse	An explicit inverse K to the normalized-chain functor is constructed by K(C)*n=⊕*{[n]↠[p]} C_p, with faces and degeneracies induced by factorization in Δ.	exact explicit inverse Γ construction	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U047	FC05	Construction — natural comparison K N(A) → A in the Dold-Kan inverse construction	Construction — natural comparison K N(A) → A in the Dold-Kan inverse construction	§8.4 The Dold-Kan Correspondence; pp. 270–274; L8009	For the explicit Dold–Kan inverse K, N(K(C))≅C; the comparison K(N(A))→A is obtained by sending each summand indexed by a surjection to the corresponding degeneracy of normalized chains.	mathlib	reuse	natural comparison K N(A) → A in the Dold-Kan inverse construction	exact Dold–Kan comparison isomorphisms	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U049	FC05	Definition — Augmented Objects 8.4.6	Definition — Augmented Objects 8.4.6	§8.4 The Dold-Kan Correspondence; pp. 270–274; L8056	An augmented simplicial object A_*→A_{-1} is aspherical when π_n(A_*)=0 for n≠0 and the augmentation induces π_0(A_*)≅A_{-1}. In an abelian category this is equivalent to exactness of the augmented normalized/unnormalized complexes. Right and left contractibility are the extra-degeneracy conditions of 8.4.6 and imply asphericity.	project-existing	reuse	Augmented Objects 8.4.6	[definition-only] aspherical and left/right contractibility predicates have a source-faithful project owner	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U050	FC05	Definition — bisimplicial object	Definition — bisimplicial object	§8.5 The Eilenberg-Zilber Theorem; pp. 275–277; L8073	A bisimplicial object is a contravariant functor Δ×Δ→C, equivalently a bigraded family A_{pq} with commuting horizontal and vertical simplicial structures.	mathlib	reuse	bisimplicial object	exact bisimplicial-object definition	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U051	FC05	Construction — associated first-quadrant double complex C(A)	Construction — associated first-quadrant double complex C(A)	§8.5 The Eilenberg-Zilber Theorem; pp. 275–277; L8075	A bisimplicial object in an abelian category has an associated first-quadrant double complex with horizontal and vertical differentials given by the alternating sums of the corresponding face maps, with the standard sign convention.	project-existing	reuse	associated first-quadrant double complex C(A)	exact Weibel-signed double complex of a bisimplicial object	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U052	FC05	Construction — diagonal simplicial object diag(A)	Construction — diagonal simplicial object diag(A)	§8.5 The Eilenberg-Zilber Theorem; pp. 275–277; L8079	The diagonal simplicial object of a bisimplicial object A is diag(A)*n=A*{nn}, with faces ∂_i^h∂_i^v and degeneracies σ_i^hσ_i^v.	mathlib	reuse	diagonal simplicial object diag(A)	exact diagonal simplicial object by generic functor diagonalization	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U056	FC05	Construction/comparison — The Alexander-Whitney Map 8.5.4	Construction/comparison — The Alexander-Whitney Map 8.5.4	§8.5 The Eilenberg-Zilber Theorem; pp. 275–277; L8133	The Alexander–Whitney maps f_{pq}:A_{nn}→A_{pq} for p+q=n assemble to a chain map C(diag A)→Tot(CA) inducing the Eilenberg–Zilber isomorphism; the shuffle map is a chain-homotopy inverse.	unmatched	author	/comparison — The Alexander-Whitney Map 8.5.4	Alexander–Whitney chain map/shuffle equivalence remains unmatched; indexed Atlas candidate is admitted [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U058	FC05	Definition 8.6.1	Definition 8.6.1	§8.6 Canonical Resolutions; pp. 278–285; L8169	A triple (monad) on a category C is an endofunctor T with unit η:id→T and multiplication μ:T^2→T satisfying associativity and unit laws; a cotriple (comonad) is the dual structure.	mathlib	reuse	A triple (monad) on a category C is an endofunctor T with unit η:id→T and multiplication μ:T^2→T satisfying associativity and unit laws; a cotriple (comonad) is the dual structure.	exact monad/comonad definitions	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U059	FC05	Construction — Main Application 8.6.2	Construction — Main Application 8.6.2	§8.6 Canonical Resolutions; pp. 278–285; L8189	An adjunction F⊣U produces a monad UF on the source category and a comonad FU on the target, with unit/counit and multiplication/comultiplication induced by the adjunction.	mathlib	reuse	Main Application 8.6.2	exact monad/comonad from an adjunction	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U061	FC05	Construction — Simplicial Object of a Cotriple 8.6.4	Construction — Simplicial Object of a Cotriple 8.6.4	§8.6 Canonical Resolutions; pp. 278–285; L8217	For a cotriple ⊥ with counit ε and comultiplication δ, define ⊥_nA=⊥^{n+1}A, with faces ∂_i=⊥^i ε ⊥^{n-i} and degeneracies σ_i=⊥^i δ ⊥^{n-i}. These maps form the canonical augmented simplicial object ⊥_*A→A.	unmatched	author	Simplicial Object of a Cotriple 8.6.4	canonical cotriple simplicial resolution remains unmatched after Lean/cross-prover search [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U062	FC05	Definition/result 8.6.5	Definition/result 8.6.5	§8.6 Canonical Resolutions; pp. 278–285; L8239	For a cotriple ⊥ with counit ε, an object P is ⊥-projective when ε_P:⊥P→P admits a section. Objects in the image of the left adjoint producing ⊥ are ⊥-projective.	mathlib	reuse	/result 8.6.5	exact cotriple-projective predicate and left-adjoint-image splitting	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U069	FC05	Construction — The Bar Resolution 8.6.12	Construction — The Bar Resolution 8.6.12	§8.6 Canonical Resolutions; pp. 278–285; L8281	For a ring map k→R, the adjunction R⊗_k- ⊣ forgetful gives the bar cotriple on R-modules and its canonical simplicial resolution is the relative bar resolution.	unmatched	author	The Bar Resolution 8.6.12	relative bar resolution remains unmatched because no canonical cotriple simplicial assembly is implemented [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U072	FC05	Construction — Free Resolutions 8.6.14	Construction — Free Resolutions 8.6.14	§8.6 Canonical Resolutions; pp. 278–285; L8313	The free-module/forgetful adjunction R-mod↔Sets yields a cotriple whose canonical augmented simplicial module is aspherical; its associated chain complex is a functorial free resolution.	unmatched	author	Free Resolutions 8.6.14	functorial free simplicial resolution remains unmatched after comonad/free-resolution search [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
